files_modified_per_min,files_created_per_min,files_deleted_per_min,average_entropy,unique_extensions,max_cpu_usage,total_memory_mb,suspicious_processes,disk_write_rate,new_processes_rate,honeypots_compromised,honeypot_access_rate,file_change_acceleration,burst_activity,activity_consistency,label
0.1135189620488293,0.6013075500610586,0.5789472242272687,0.7541250698649442,0.22196612052792572,0.6997146467012867,0.6338861336794778,1.026971867331765,0.7144535072015047,0.8368595782033695,0.06956371361854179,0.0,0.2615753011600053,0.14435136810004842,1.4793997759103847,0
0.9149493953856046,0.445295515859518,0.5316725159288304,1.4680979652285404,0.5648650964326414,1.2275716441707634,0.9545806807493844,1.1175055414305741,1.2938313138332511,0.6907004485469568,0.08306845159753655,0.3368751111578639,0.580275280972971,1.6377284724216734,1.1692766842095295,0
0.6679522612163538,0.6637061362077029,0.23122254567515219,0.44194304278551944,0.34137551370878455,0.48694514423279794,0.46452656980093543,0.0,0.7247670035320757,0.7412122446555854,0.0,0.4032140529762077,0.16496491628077198,0.7434502488198613,0.53887510568181,0
0.5414563438008877,1.0203812263633414,0.5443301155872734,0.4290106921691814,0.5206682130198739,0.6473941585557894,0.7316064324969773,0.05808753127246211,0.8685174494865021,0.39432476260526184,0.0,0.06160970264286955,0.36269133474437876,0.7965359162640608,1.2767196746848524,0
1.9953114410921753,1.1725334323377463,0.9093369571006126,1.2739891164957289,1.1636488969367536,1.1322666327879698,1.149401009969714,1.9714931062609853,1.100234632027244,1.1219829287621963,0.0,0.3822160991883947,1.6406971212301573,1.4930337422414586,1.0889395662643018,1
0.8184381475722965,0.7598231050686358,0.5399580763686295,1.2537985914833352,0.7285564272625401,0.7077136228073783,1.0508534439379327,0.1623947040884329,0.8565322770494629,0.8698292682490097,1.0299359941148194,0.7962969692148585,0.823544183794648,0.644713317242877,0.91590431210953,1
1.1495735347095764,0.9479288974191891,0.9275791504228044,0.594978676742179,0.6179062108982686,0.9997381265515962,0.6987796968199452,2.9131044812613274,1.0012593403072882,0.5790087467057654,1.2405530966131366,0.15210116640596438,1.3996230025969878,1.1424675201277525,0.43931074209626025,1
0.7385655706297463,0.9031493223781187,0.23740726594965134,0.8680109010112328,0.6605851392080528,0.3214422131564308,0.833389017496861,0.9915552408401779,0.964413393506737,0.9416915269599629,0.0,0.44194903889849824,0.7110831717682953,1.5641812166349658,0.5480066116582012,1
0.9374918406195097,0.67925751804504,0.44307903268572835,0.5516327800308248,0.9660748983723461,0.9116468214099411,0.3533027967648617,3.0,1.1701533700240583,0.7107983216114675,0.0,0.4670647082723327,0.7137089956697047,0.5503005549162358,0.38993446836832535,1
1.2908459349732087,0.40713142623162785,0.6698541176165665,0.9864591020561834,0.9169338877558022,0.4928913763483473,1.0558406116317398,0.9308839679295816,0.6844459675063022,0.5180196947593141,0.0,0.8213900647102348,1.0089805025365375,1.257048602396379,0.514289038656265,1
1.201597140631306,0.0,0.24598969965448533,0.825275383735265,0.33023783008294955,0.8807017279066043,0.15147214530190317,1.8726726930860416,0.7126408199987123,0.6296014861015131,1.045333972866744,0.20285545024602158,0.7508095621587421,0.27492846241160807,0.3339365335951595,1
0.1356109839766763,0.259243953845276,0.10794023696263888,0.4097373810123231,0.4083338132419056,0.0,0.6330992574982861,0.05238851602869643,0.45474727406757237,0.6171903556386407,0.809557328463934,0.5234472732478378,0.0,0.46346876545420745,0.8562689639023507,0
0.995828214261754,0.4265851626492156,0.5649702041805531,0.8640246700407398,0.7156085353167354,0.4802817980265216,0.7714168888349727,1.7640812044623062,0.8596994217045639,0.7541763371299623,0.17889977421900366,0.15771937088345594,0.2903845933195503,0.46248869885999216,0.9317593754652089,0
0.18210622680841027,0.15229662973550578,0.609455954113937,1.0971927702811664,0.29731461928360453,0.005891981226106929,0.8399813403214975,0.0,0.0,0.3999599186197363,0.0,0.2191084962092187,0.6124386169776773,0.6665802350313816,0.7611751960388603,0
0.007702119340592492,0.6429091589519058,0.4380821150391311,0.10713258907442968,0.6651568453770386,0.6204532777210607,0.26349769745532503,0.0,0.43413728661280876,0.3934676428995628,0.09560713974275861,0.31621601361555435,0.5451847899217603,0.6751110295355143,1.0503403871262649,1
0.6266510369150128,0.5909587380476696,0.5562373367302581,0.6550195820203258,0.23865946645183167,1.0397460575202218,0.605394764277966,2.9442970439477225,0.7339155881056394,0.3651602286636908,0.0,0.45209217497747756,0.4391912591932665,1.0892092593523819,0.8820406477773667,0
0.1892448753887312,1.0742405750216992,0.6350947064901513,0.4470925231133045,0.5454338563862497,0.4349714975017335,0.598020032439164,0.8994867478393251,1.0072637375246143,0.4638201426672496,0.0,0.30971365584070243,0.7659794421112851,0.4590685877527868,0.48787469598227284,1
0.3656650100831953,0.10300426277303015,0.029123214309140222,0.5146153425852977,0.48672379131183613,0.6200224672523688,0.4268822261436131,0.013909630273436719,0.32183501587156615,0.8554751945913794,0.1059642613713524,0.24242308521281392,0.021250687964071986,0.4240248434865866,0.35199291180286957,0
0.4982902379502382,0.27653553793307234,0.0,0.44631541907814565,1.0038340709434335,0.5604939342801609,1.0664519481652224,1.1865884535264153,0.679555453839254,0.5325826225320156,0.10639110777189716,0.15906845721279989,0.41582501727900395,0.6725105496998474,1.0567967493520491,0
0.7565595509202263,0.0,0.6549399265149158,0.7033195664891938,0.9040183169103637,0.25712406560724177,0.8592238847487483,0.20692436529868002,0.44928681799216463,0.28244830409662613,0.09549000771701115,0.006713798856751371,0.6987260253540275,0.6086698480463526,0.6542227527015223,1
1.37800995711657,0.6739857843351392,0.7704901790670631,0.9787616867735923,0.8732573679180702,0.7022637222169616,1.1033435573176003,0.8377277200036226,1.19591589936206,0.7122532870275878,0.7658680255374724,0.6350049765592455,1.010626847324708,1.700078954139926,0.6464231588252974,1
0.7548445314203864,0.8696907519436045,0.6780739658769246,0.8818795003799643,1.116141553326725,0.3638001000384466,0.874168757343782,0.0,0.865674030710037,1.4576619955178312,0.7765539449256741,0.5423684773421599,0.9836135146703213,1.8073580098233644,0.7169267910196295,1
0.4823433356618721,0.39484730858786665,0.0,0.4644729617784216,0.6346696696881265,0.9872784970219656,0.6682043933992259,0.07496742321835996,0.5102767375126713,0.32124523909848246,0.0,0.08781986251098266,0.5903062455525292,0.4788238280540491,1.3012533512546278,0
0.521318598651688,0.7019014737481699,0.10568911167306572,0.8428937929021596,0.6744769333446172,0.8088452451331681,0.5423960784341346,1.018127348535316,0.6343639153374342,0.9679243457569272,0.0562289140835088,0.4572346274509467,0.5087397573266507,0.7103820471052212,1.3862489341216844,0
0.33489665644756983,0.0,0.1612600714350278,0.3726654762680401,0.0,0.5931237252094571,0.3220459615178211,2.1074757513684665,0.5841672056951108,0.2697868397584575,0.06422053579030429,0.007788756782751767,0.46807629983571286,0.0673536011219044,0.9533288093741111,0
0.2592295107254904,0.27593975396785186,0.39030909032209304,0.8111677573719537,0.46715280486260374,0.29425338445572574,0.5307346766072522,0.0,0.4082832300900346,0.5255944429101166,0.19109981189831812,0.0,0.4434040950605198,0.4389989664852576,1.0026026510063992,0
