files_modified,files_created,files_deleted,entropy,extensions,cpu,memory,suspicious_proc,disk_io,new_proc,honeypot_hit,honeypot_rate,acceleration,burst,consistency
0.12589556125874024,0.1375357023258054,0.17835777262830696,0.16735528834197377,0.07712198373592775,0.01982164653328733,0.1898205871344173,0.24493501736307183,0.0740747368228401,0.15546107571593643,0.2476627022713891,0.20056015328796978,0.001683041947675834,0.10973333816708439,0.12926660608948523
0.1386629714465549,0.17258173223175924,0.25944977453484314,0.2806628583776175,0.17653275401553556,0.25290765107295987,0.08369688709268498,0.20886137377847439,0.19579249018577616,0.09902411991976785,0.24019990624427942,0.24800106400842273,0.08509954768935644,0.03756484911887363,0.1171868554549512
0.060266482816343066,0.28097436790933694,0.09076587395001065,0.0787928236569124,0.27641512512828326,0.08940918397613276,0.15126225254972148,0.29844212275315696,0.1036407038755652,0.014022623436885383,0.1974234056774156,0.266093694724813,0.14620244539036242,0.15729749312635083,0.2843978164421661
0.12751811475788374,0.17509806861713956,0.13910867977526553,0.09665818229920406,0.2369658065694215,0.22722860292758248,0.13558012917173423,0.08209778944589281,0.26633195189602094,0.17574591161044648,0.2682808658224105,0.008337306528685594,0.028363791420354743,0.07278754819192908,0.23280710746707114
0.0700803796458508,0.2860166433068266,0.0719758062241568,0.1326684591410666,0.18829538685386557,0.09258008486197894,0.16494116192898794,0.1777428710947993,0.2092505318843422,0.16871649674138822,0.1514285127639491,0.11568914976361311,0.167605089800378,0.0017923960320395782,0.054637020317650886
0.1878401962309334,0.1447924423110862,0.03146625254416955,0.02500380837977858,0.18632591823842357,0.01729579143572312,0.16396262583225596,0.14939421157894572,0.02877590565484258,0.25826903659368744,0.1121960134673929,0.01485238369957832,0.015345427627249086,0.1471947531220789,0.22916343947702522
0.09607951121406484,0.03675458117361571,0.2901349321088996,0.263814849086698,0.01079022728827984,0.03269468192841862,0.021211102101570865,0.23323592353878772,0.015982580773228228,0.17582717684572285,0.25547757789935677,0.03744245111554034,0.19369850060312233,0.13370296250218122,0.005097783570817782
0.08296812237024764,0.18838501459560678,0.19435782299412632,0.07286475988109864,0.240007404402535,0.23696745512855172,0.07937485955952883,0.2237083062798999,0.296539760928807,0.23399009023730202,0.2376400448988354,0.054466808846173075,0.1617640574706137,0.09941499227694064,0.0019448392658753754
0.28846990839265607,0.13953279924262785,0.0011329809892941189,0.17783265037142876,0.20228665116833333,0.15728805622625536,0.27637398460451673,0.05632905699683627,0.1702749069625913,0.09852231493318994,0.10640516111236312,0.2261488228336217,0.2765918737634545,0.11753641958671805,0.09353866999078819
0.03950811122677132,0.26742135316393006,0.1696422077712677,0.23453612405730978,0.16683755959241817,0.0861150579499333,0.02545530752918631,0.18584700931197834,0.2326548475975738,0.046411767028993245,0.021073641437580882,0.18048394317377955,0.24620249920506102,0.29383832461038584,0.1656571980424009
