files_modified,files_created,files_deleted,entropy,extensions,cpu,memory,suspicious_proc,disk_io,new_proc,honeypot_hit,honeypot_rate,acceleration,burst,consistency
0.06880556229117193,0.047858724771296886,0.2496355077967211,0.060284197124756196,0.04774389775294737,0.08064954482031676,0.18648516503395268,0.10298876321294191,0.13537952603034673,0.17728520514619853,0.17916676393191341,0.26638130105491575,0.21114371135799023,0.2561522787967316,0.18685889291987112
0.1358066203879131,0.2409488785991058,0.2969952557007862,0.1627213505502643,0.004152848342185422,0.16252557520135544,0.07487702928892898,0.23237662321761454,0.058136418808536115,0.15454894795487803,0.0703403015578071,0.2239978390786301,0.17903089086424018,0.22781760124571326,0.16246832824541163
0.25571355427126047,0.2611304963512608,0.10777080950317025,0.015428941384028649,0.030891958082558887,0.1518275599126172,0.1545642387166296,0.18408547177688248,0.23087674989745874,0.06345201269150856,0.11617564467850221,0.2881558535983576,0.20323393733034079,0.003403836668427418,0.1350880275393273
0.18489779134631076,0.29132129979914845,0.287872326079548,0.27890653995822884,0.045414744347983434,0.09025652007916463,0.2565751985620162,0.23756331446563086,0.0072392100384685125,0.114162288653191,0.12261794997023946,0.004487896886304676,0.01896385947526282,0.001494841351758891,0.03207993020751174
0.1953793043543356,0.2779514494613767,0.0956774062988517,0.28910356889355643,0.058990366072533613,0.046008019450234174,0.26504126358594654,0.07794399925135129,0.1911525879501944,0.1795641645767704,0.24463712181705952,0.17735248597128153,0.035836238256700854,0.05227172542945898,0.25558698351048603
0.25871413180447966,0.224748803437722,0.12716308961807657,0.11747872500368249,0.2013902207978373,0.1014661289086999,0.1505417287416344,0.00022600187050459962,0.21445209963775208,0.16009543975630636,0.1970235083763161,0.010578642338373745,0.04773762207716979,0.276133197470153,0.2807195507996022
0.22341699155441933,0.1474914803468665,0.23900274933348542,0.18280361357782007,0.24568663369600882,0.20509140462932868,0.02692849586694782,0.003488757841823098,0.02103589796763623,0.17020455790741806,0.105956387167103,0.1327976361887911,0.21578593994103945,0.20312625320953728,0.09480836606926624
0.11166197840126557,0.1346157120873788,0.20331314275085513,0.06598402062429488,0.2159861010007131,0.15707807611898386,0.04751681769158617,0.017391535567159278,0.07960589279280338,0.1372412368794856,0.05837224100589818,0.16275085780573748,0.04434237416070754,0.1270183109527934,0.26382661991619716
0.21259248134465594,0.195521757425519,0.2606704256767737,0.16734826133332764,0.265067757404992,0.06520964079490162,0.13570497535089907,0.11822118938479892,0.28881436744565064,0.0017694349881165249,0.21753759958358618,0.0373704522406599,0.07153908558324706,0.15506725215071174,0.21591159621041828
0.10583645725230169,0.19886928177513263,0.2305748997904931,0.20863067887967626,0.1911225290338773,0.15382643972120316,0.26150792423323627,0.12407098500627434,0.19189767035349167,0.2164582653860803,0.06107801481517917,0.06154073369670407,0.07506835974304372,0.1085866596067295,0.10384184626397086
0.061330022976319086,0.21688634764768497,0.2239261905801788,0.12597942667435738,0.049036124358803654,0.01734434484310915,0.20754237931509534,0.27627264402785234,0.12015828829192697,0.22580744826029034,0.2925409418617755,0.2766840166916092,0.05752389923509716,0.290185057455868,0.1987447614274422
0.2148030536477685,0.2439953062583899,0.06193895393685756,0.1073503792893462,0.16650256196460703,0.1939915809223021,0.25754187725832517,0.010111876247065332,0.18657699328388044,0.22535052117399718,0.2647815909281053,0.11976824978041486,0.1741158016915914,0.05829169376515211,0.17845331761226854
0.21862529072831946,0.11716616471206537,0.0324128668089028,0.06266321544391891,0.25886294246839087,0.20005117618374257,0.29239823972260154,0.13481427189377285,0.205796081683446,0.01772482291736326,0.2177388616310007,0.12596508349883162,0.22122368269010736,0.11293726585598401,0.08349418527732234
