files_modified,files_created,files_deleted,entropy,extensions,cpu,memory,suspicious_proc,disk_io,new_proc,honeypot_hit,honeypot_rate,acceleration,burst,consistency
0.18950628858016885,0.10791048583060885,0.29596019765864423,0.13350904487808604,0.08816074858730129,0.25380968620416616,0.22702261441481275,0.29511282328716687,0.12033454349713912,0.2894819461463657,0.22359249713618434,0.1890837239279383,0.2654935262058646,0.07266090147114142,0.2322019986045617
0.19452707183403214,0.21812955569454057,0.09829260497519689,0.08619502819913699,0.025729005905881706,0.09099649596828731,0.0014741644032408852,0.2929794226766298,0.2337641890559257,0.14187378950938218,0.07595307652500081,0.11229144755513934,0.258610437079999,0.09463393783839832,0.0015753274509180736
0.058108945401066245,0.2559122408356448,0.23424621089309844,0.11124466771538308,0.0814046577807711,0.26668919627365956,0.10519948631404846,0.1651810007519307,0.1252709695727318,0.27899600733146046,0.14056347438996544,0.15328463469320608,0.047595227536482106,0.1986223102114896,0.1170435622764971
0.009754630213855652,0.04996333545930208,0.1434774088829738,0.2883870855048576,0.04717445907684796,0.07457057259558349,0.09371926504603648,0.15366881334815904,0.27820314897779497,0.2959506174866148,0.15006975457625724,0.19635247151648672,0.046771599056862664,0.03593504796226813,0.04247509391613469
0.24545481725518675,0.2855357822632088,0.23290280469269833,0.264940311029626,0.21582095915253713,0.22423102979867435,0.20913891011640817,0.10827564179891401,0.08540095484337948,0.20931029245909683,0.2916652750281257,0.024497682856857873,0.12290223222940004,0.11144290076223926,0.23642159059265627
0.22367703320186527,0.24787804180825515,0.18395334544091474,0.23778176250933084,0.0024916241990959763,0.22543643356752427,0.06766856905161842,0.24975188564433792,0.22011284060445177,0.20077389009351365,0.07070500124622822,0.10167622344244155,0.18833600671752931,0.14409096441843686,0.08870481740309136
0.131455648704342,0.2683320752487463,0.11308222370544095,0.14962375944853615,0.24796163577023234,0.16667179627826245,0.18100773645957066,0.10626089745506798,0.12200058183474156,0.2966497829867233,0.0002482223057863386,0.06260937555445992,0.28387058356856765,0.17673812419967727,0.08685167450723556
0.07496804127776786,0.2310677545899019,0.09269848913556884,0.06894768289954069,0.14730322074934296,0.16013164340347022,0.14741699456424986,0.10320135758791794,0.22190784523003906,0.11868748922665381,0.2705550298549197,0.14236335026906874,0.19020711681290056,0.12034734068979225,0.09092187366158253
0.025977662781180053,0.21594012764336082,0.16059476043150675,0.06151777357602427,0.20003713596081388,0.16243556408178653,0.044119152653592265,0.2147022070288964,0.03239568656542164,0.11622284585243106,0.1729252535830254,0.07933262633373774,0.12990049754113048,0.08836101984723811,0.23374110835813736
0.2503214273527137,0.2498542094506672,0.0398597412488827,0.18315831055986198,0.15936854781632925,0.11841036748820465,0.06687175836621435,0.25602393597252876,0.2822917772003443,0.1321976515422777,0.09984834833725932,0.2771697064407218,0.10377638532578108,0.2784681441881208,0.19588317778967293
