files_modified,files_created,files_deleted,entropy,extensions,cpu,memory,suspicious_proc,disk_io,new_proc,honeypot_hit,honeypot_rate,acceleration,burst,consistency
0.1954408269699484,0.2112261548013934,0.29675282673376785,0.24630442566700722,0.12719678309206134,0.119019943350554,0.27279386966438596,0.173648330323781,0.07502767945391767,0.034157827977152756,0.29861347052690024,0.05617298190597925,0.08671722613847789,0.013073742242145725,0.09106985204314179
0.08899778302148842,0.06543493543401437,0.28108391392879106,0.031968553716663614,0.19122531926825598,0.23503901224205184,0.11990093096530985,0.23590066932138504,0.18359036093862616,0.0037467908551088946,0.12548492594431648,0.18205349404673626,0.06431312816201366,0.18544254898983453,0.11913064944439236
0.11136003025899767,0.2907352780060412,0.2606588964499023,0.04199976275317189,0.1992396696612751,0.1890964482156904,0.10103972582313571,0.06956766016414985,0.2154273777068533,0.008228982741666323,0.14113289503373389,0.08063096985881614,0.20589018271387996,0.059018282606335515,0.04977131645039464
0.1939235116776331,0.23497001157882025,0.21688560167888027,0.2846862400159162,0.10139639564608383,0.1090002008082204,0.014212718219657593,0.2635136415214102,0.053046109712062625,0.04310146942759402,0.10211784693947244,0.26837832332060335,0.05493025247607539,0.28749127557121135,0.1587492288202068
0.1521347073650507,0.0655396175763772,0.16546940699205678,0.06496195577714074,0.2732032528061127,0.10205438963607355,0.1295528461113167,0.27738971170723054,0.14772099154983928,0.11107064983901789,0.11612363942151675,0.13396214144379298,0.08049996164026957,0.2581519633418901,0.017037706779805418
0.1449538477620088,0.13718253911276976,0.13619186120767157,0.2024561281043155,0.006839389541752727,0.1446694296858157,0.18946264491502593,0.2490499291172488,0.14986436645946621,0.07889874074487216,0.13631672546372584,0.2797837055726025,0.15832791542051625,0.14782873280095046,0.28632683500521666
0.085295072256184,0.06270635103590651,0.29658649087626,0.17423166672287657,0.1456902262838879,0.2149824119867371,0.1472337074229179,0.021495652648991614,0.0011321640912894115,0.0658716358288965,0.0769214918406151,0.1977160724598807,0.15863531107126405,0.18785401329623552,0.24931278432881646
0.250955439832637,0.15551643846958332,0.21943277402229922,0.10453739596192893,0.23374610430620726,0.1339482196270915,0.2528754226091364,0.2844036907029837,0.03868123618368558,0.04084008991896787,0.1909623863204208,0.12094983366312778,0.031909287531099374,0.2460471458997428,0.18200534768629278
0.17292795408678552,0.27848730488135925,0.01201807369292579,0.080712569166432,0.09461248985176952,0.09417489509307474,0.22035783233457676,0.13902613637118566,0.14300029988394608,0.04867208923453401,0.25056598773593575,0.25671554980429134,0.1147768055903643,0.04720999340969902,0.23998042881206
0.13157067686017576,0.22860047436602585,0.09149506093426801,0.2559010004806688,0.21480672798101863,0.10147116612964126,0.20200510408950065,0.149388990305084,0.22171092754591076,0.003941655571187674,0.015099513238210693,0.11958489581636679,0.239832821654318,0.0025175805771152525,0.008591578453163495
0.04754513110946411,0.21480357237869951,0.21328083989343372,0.29213480533401986,0.1094228298848643,0.14190063644620807,0.26719779406609934,0.28318816397184327,0.012447460068010363,0.09505161140237801,0.13327432716922308,0.23987269456404478,0.25479902637295104,0.2390078611237499,0.15241487731398154
0.08152777028603594,0.027105158391202998,0.20889258493266588,0.16674080911417472,0.2620600752107968,0.05014753150503074,0.2019494733503809,0.18934034439042458,0.09577734503034914,0.15549935914897386,0.2870427735288847,0.12580656914389549,0.09015437854304793,0.1978735019602761,0.14391613981012666
0.0033020193602964153,0.26133555127768926,0.2494645931078685,0.25725371074932163,0.04775188993484146,0.15006274733300984,0.2261379592417715,0.20268472631377993,0.25460888678053656,0.27917111065897143,0.15001180147517687,0.19028376826264365,0.21540125204830113,0.18338925767202954,0.22216649729053503
0.023433328907882234,0.06132671119417316,0.16212418761705924,0.27205698793116817,0.009930126649623993,0.006337696131916892,0.278227856933231,0.02853165802873323,0.29901045486590794,0.10671457458869449,0.23515296281229162,0.21304115005939242,0.040912108194985905,0.1275439857961744,0.09822739043086333
0.23422279496577267,0.02367063231846741,0.008837589719238315,0.16270296246408208,0.12425544370200776,0.20317925543706383,0.16826984129208775,0.16036219379794853,0.2984995080078032,0.017780959810494622,0.1278196479663512,0.16539819094655006,0.03910790063710063,0.14717962512546492,0.2373975570595245
0.17956680967439329,0.11135795301110576,0.027373810406891196,0.06266841540184254,0.22941924721625093,0.15466790409370687,0.26658633725604075,0.13925387183877008,0.20758914069212625,0.16336986158008096,0.11782306354746386,0.06576057989440548,0.04804713824568465,0.02473371985251972,0.2659407179667608
0.2200930778974853,0.08029827123330792,0.15128621612884957,0.2663821446630834,0.05930115873203265,0.24151600073519874,0.17063487467587649,0.0946694800328673,0.16632494314625693,0.034568594715217615,0.02309950512826453,0.10336440167781387,0.23431197024231162,0.09497701124450188,0.2994298034219608
0.17210642958986214,0.09702556407288564,0.05091470227361491,0.1467826790387908,0.05668485539751353,0.13902270530730557,0.03153023709334911,0.2695399712009823,0.2200064641138153,0.28120762427842344,0.1332012098999777,0.29484073264229815,0.1974360002470322,0.27037675784202075,0.00045852898968279376
0.10342365014033972,0.020004919872888514,0.15702437531628993,0.22792446140134096,0.26923690740622697,0.26376761713169816,0.19400224558617443,0.19784247436763144,0.030350648218075538,0.2626622470637701,0.011162831742128386,0.02524449740007677,0.07754083515906172,0.22796513046517652,0.07453389169625614
0.2232182123748538,0.001819808310722315,0.10489327656758696,0.15127372235688089,0.27054861102629574,0.13438840319208056,0.22934145539434436,0.17243389541126028,0.0768843250037345,0.07223603360095389,0.09114020042453864,0.127959312203392,0.1265914085562555,0.22119596528826238,0.11053312781122797
